"PVWatts: Hourly PV Performance Data"
"Requested Location:","16335, USA"
"Location:","Lat, Lon: 41.65, -80.14"
"Lat (deg N):","41.65"
"Long (deg W):","80.14"
"Elev (m):","406.92001342773"
"DC System Size (kW):","1"
"Module Type:","Premium"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.119"
"Capacity Factor (%)","13.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"9","12","6","203","34","11","0","52.017","9.24","37.976","32.164"
"9","12","7","0","54","12","0","51.259","10.94","46.209","40.236"
"9","12","8","0","103","13","0","98.415","14.522","87.659","80.838"
"9","12","9","12","203","15","0","206.016","21.903","178.868","169.955"
"9","12","10","10","217","16","0","219.565","24.516","188.956","179.792"
"9","12","11","68","355","17","0","429.409","33.316","358.185","344.256"
"9","12","12","28","311","18","0","344.792","32.907","288.041","276.216"
"9","12","13","44","321","18","0","368.702","33.113","307.766","295.368"
"9","12","14","130","313","18","0","433.293","35.509","358.282","344.35"
"9","12","15","288","226","18","0","425.892","35.715","349.921","336.249"
"9","12","16","0","113","17","0","108.582","23.373","93.825","86.872"
"9","12","17","0","57","15","0","54.367","15.513","48.263","42.25"
"9","12","18","0","0","13","0","0","13","0","0"
"9","12","19","0","0","12","0","0","12","0","0"
"9","12","20","0","0","11","0","0","11","0","0"
"9","12","21","0","0","10","0","0","10","0","0"
"9","12","22","0","0","10","0","0","10","0","0"
"9","12","23","0","0","10","0","0","10","0","0"
"9","13","0","0","0","10","0","0","10","0","0"
"9","13","1","0","0","10","0","0","10","0","0"
"9","13","2","0","0","10","0","0","10","0","0"
"9","13","3","0","0","10","0","0","10","0","0"
"9","13","4","0","0","10","0","0","10","0","0"
"9","13","5","0","0","10","0","0","10","0","0"
"9","13","6","0","27","11","0","25.615","8.001","23.318","17.787"
"9","13","7","0","38","11","0","36.032","8.763","32.718","27.008"
"9","13","8","0","84","13","0","79.896","13.147","71.494","65.011"
"9","13","9","0","72","14","0","68.448","14.506","60.97","54.703"
"9","13","10","3","171","15","0","167.571","19.977","146.504","138.368"
"9","13","11","293","360","15","0","668.108","39.113","545.575","525.127"
"9","13","12","2","153","16","0","149.104","25.994","127.664","119.963"
"9","13","13","468","284","16","0","744.723","42.442","600.5","577.895"
"9","13","14","2","165","15","0","160.716","26.074","137.563","129.636"
"9","13","15","142","238","15","0","337.954","27.631","286.514","274.733"
"9","13","16","138","153","14","0","216.657","23.658","183.774","174.739"
"9","13","17","449","59","12","0","157.308","18.22","116.485","109.036"
"9","13","18","0","0","11","0","0","11","0","0"
"9","13","19","0","0","10","0","0","10","0","0"
"9","13","20","0","0","10","0","0","10","0","0"
"9","13","21","0","0","10","0","0","10","0","0"
"9","13","22","0","0","10","0","0","10","0","0"
"9","13","23","0","0","9","0","0","9","0","0"
"9","14","0","0","0","9","0","0","9","0","0"
"9","14","1","0","0","9","0","0","9","0","0"
"9","14","2","0","0","8","0","0","8","0","0"
"9","14","3","0","0","8","0","0","8","0","0"
"9","14","4","0","0","8","0","0","8","0","0"
"9","14","5","0","0","8","0","0","8","0","0"
"9","14","6","251","31","9","0","54.943","7.295","38.585","32.761"
"9","14","7","581","73","11","0","265.626","19.862","210.623","200.909"
"9","14","8","717","103","12","0","502.804","31.371","411.882","396.219"
"9","14","9","354","243","13","0","515.661","34.424","426.746","410.584"
"9","14","10","324","313","15","0","617.317","39.693","502.688","483.847"
"9","14","11","461","294","16","0","763.627","45.801","608.166","585.25"
"9","14","12","468","297","17","0","782.142","48.1","617.566","594.267"
"9","14","13","939","90","18","0","953.35","54.148","734.948","706.587"
"9","14","14","469","240","18","0","642.583","45.876","510.631","491.498"
"9","14","15","107","233","17","0","303.813","32.137","253.621","242.762"
"9","14","16","136","151","16","0","213.436","25.217","180.008","171.067"
"9","14","17","548","45","14","0","161.993","20.364","114.791","107.379"
"9","14","18","0","0","12","0","0","12","0","0"
"9","14","19","0","0","10","0","0","10","0","0"
"9","14","20","0","0","9","0","0","9","0","0"
"9","14","21","0","0","9","0","0","9","0","0"
"9","14","22","0","0","9","0","0","9","0","0"
"9","14","23","0","0","8","0","0","8","0","0"
"9","15","0","0","0","8","0","0","8","0","0"
"9","15","1","0","0","8","0","0","8","0","0"
"9","15","2","0","0","8","0","0","8","0","0"
"9","15","3","0","0","8","0","0","8","0","0"
"9","15","4","0","0","7","0","0","7","0","0"
"9","15","5","0","0","7","0","0","7","0","0"
"9","15","6","245","28","8","0","51.907","6.147","36.169","30.393"
"9","15","7","570","69","12","0","257.644","20.493","203.542","194.009"
"9","15","8","428","151","15","0","394.811","30.431","326.453","313.499"
"9","15","9","793","111","16","0","699.791","42.507","560.696","539.665"
"9","15","10","840","120","17","0","860.129","50.078","673.052","647.424"
"9","15","11","859","126","18","0","952.156","54.506","733.278","704.992"
"9","15","12","364","344","19","0","723.06","49.2","568.536","547.2"
"9","15","13","8","206","19","0","207.243","31.363","174.092","165.296"
"9","15","14","1","163","19","0","158.013","25.162","135.685","127.801"
"9","15","15","86","227","18","0","284.043","28.548","240.276","229.779"
"9","15","16","2","122","16","0","118.683","21.356","103.224","96.067"
"9","15","17","0","59","14","0","56.503","14.709","50.296","44.242"
"9","15","18","0","0","12","0","0","12","0","0"
"9","15","19","0","0","11","0","0","11","0","0"
"9","15","20","0","0","11","0","0","11","0","0"
"9","15","21","0","0","11","0","0","11","0","0"
"9","15","22","0","0","11","0","0","11","0","0"
"9","15","23","0","0","10","0","0","10","0","0"
"9","16","0","0","0","10","0","0","10","0","0"
"9","16","1","0","0","10","0","0","10","0","0"
"9","16","2","0","0","10","0","0","10","0","0"
"9","16","3","0","0","10","0","0","10","0","0"
"9","16","4","0","0","10","0","0","10","0","0"
"9","16","5","0","0","10","0","0","10","0","0"
"9","16","6","0","18","11","0","17.057","7.592","15.548","10.162"
"9","16","7","78","103","12","0","128.978","14.471","111.914","104.567"
"9","16","8","281","176","13","0","336.654","25.307","284.692","272.964"
"9","16","9","303","251","14","0","487.447","33.274","405.2","389.758"
"9","16","10","76","317","16","0","390.419","32.973","325.979","313.039"
"9","16","11","258","362","17","0","637.316","41.433","515.979","496.648"
"9","16","12","461","299","18","0","776.063","48.138","612.664","589.565"
"9","16","13","361","321","19","0","675.7","46.797","536.01","515.927"
"9","16","14","234","298","18","0","499.137","39.75","406.105","390.634"
"9","16","15","345","205","17","0","436.682","35.586","358.328","344.395"
"9","16","16","720","69","16","0","387.656","32.521","307.096","294.717"
"9","16","17","494","46","14","0","148.31","21.562","104.802","97.611"
"9","16","18","0","0","12","0","0","12","0","0"
"9","16","19","0","0","10","0","0","10","0","0"
"9","16","20","0","0","10","0","0","10","0","0"
"9","16","21","0","0","10","0","0","10","0","0"
"9","16","22","0","0","10","0","0","10","0","0"
"9","16","23","0","0","10","0","0","10","0","0"
"9","17","0","0","0","9","0","0","9","0","0"
"9","17","1","0","0","8","0","0","8","0","0"
"9","17","2","0","0","8","0","0","8","0","0"
"9","17","3","0","0","8","0","0","8","0","0"
"9","17","4","0","0","7","0","0","7","0","0"
"9","17","5","0","0","7","0","0","7","0","0"
"9","17","6","259","26","9","0","52.152","7.179","35.506","29.742"
"9","17","7","602","64","12","0","261.701","20.667","205.617","196.031"
"9","17","8","757","85","15","0","502.077","34.19","406.353","390.873"
"9","17","9","843","95","16","0","716.373","43.671","571.265","549.822"
"9","17","10","892","100","17","0","874.344","50.588","682.741","656.694"
"9","17","11","31","303","18","0","339.434","35.887","280.515","268.906"
"9","17","12","924","100","19","0","988.32","53.813","763.258","733.599"
"9","17","13","451","283","20","0","724.443","50.348","566.885","545.613"
"9","17","14","892","88","20","0","804.92","51.327","625.558","601.931"
"9","17","15","830","81","19","0","616.645","45.159","485.405","467.193"
"9","17","16","717","69","18","0","383.812","35.593","300.337","288.156"
"9","17","17","486","45","15","0","143.925","22.357","100.998","93.89"
"9","17","18","0","0","12","0","0","12","0","0"
"9","17","19","0","0","11","0","0","11","0","0"
"9","17","20","0","0","10","0","0","10","0","0"
"9","17","21","0","0","10","0","0","10","0","0"
"9","17","22","0","0","10","0","0","10","0","0"
"9","17","23","0","0","10","0","0","10","0","0"
"9","18","0","0","0","10","0","0","10","0","0"
"9","18","1","0","0","10","0","0","10","0","0"
"9","18","2","0","0","10","0","0","10","0","0"
"9","18","3","0","0","9","0","0","9","0","0"
"9","18","4","0","0","9","0","0","9","0","0"
"9","18","5","0","0","9","0","0","9","0","0"
"9","18","6","267","24","10","0","51.326","8.164","34.21","28.471"
"9","18","7","619","60","13","0","262.384","21.687","204.773","195.209"
"9","18","8","768","79","16","0","500.777","35.112","403.69","388.299"
"9","18","9","843","92","17","0","712.037","44.461","566.062","544.823"
"9","18","10","48","294","18","0","342.023","34.857","283.657","271.958"
"9","18","11","330","340","19","0","679.618","44.378","544.176","523.782"
"9","18","12","496","284","19","0","791.324","49.754","620.842","597.409"
"9","18","13","380","310","19","0","679.311","46.995","538.434","518.259"
"9","18","14","860","99","18","0","793.931","48.914","622.745","599.234"
"9","18","15","801","89","17","0","604.568","42.864","479.978","461.961"
"9","18","16","691","73","16","0","375.057","33.309","295.899","283.848"
"9","18","17","466","46","14","0","139.325","21.108","98.322","91.272"
"9","18","18","0","0","11","0","0","11","0","0"
"9","18","19","0","0","10","0","0","10","0","0"
"9","18","20","0","0","9","0","0","9","0","0"
"9","18","21","0","0","8","0","0","8","0","0"
"9","18","22","0","0","8","0","0","8","0","0"
"9","18","23","0","0","8","0","0","8","0","0"
"9","19","0","0","0","7","0","0","7","0","0"
"9","19","1","0","0","7","0","0","7","0","0"
"9","19","2","0","0","8","0","0","8","0","0"
"9","19","3","0","0","8","0","0","8","0","0"
"9","19","4","0","0","8","0","0","8","0","0"
"9","19","5","0","0","8","0","0","8","0","0"
"9","19","6","252","24","8","0","50.225","6.047","34.094","28.357"
"9","19","7","630","60","10","0","265.311","18.804","208.886","199.216"
"9","19","8","788","78","12","0","509.509","31.596","415.797","400.003"
"9","19","9","871","87","15","0","721.607","42.944","576.814","555.153"
"9","19","10","932","84","17","0","887.63","51.006","691.912","665.466"
"9","19","11","948","88","19","0","979.142","56.317","748.644","719.658"
"9","19","12","948","90","20","0","995.449","58.125","755.821","726.505"
"9","19","13","927","92","20","0","932.689","56.428","712.484","685.131"
"9","19","14","580","190","21","0","669.699","49.34","524.789","505.129"
"9","19","15","395","187","20","0","452.433","40.1","364.632","350.5"
"9","19","16","234","132","19","0","237.017","30.287","193.976","184.686"
"9","19","17","125","58","16","0","83.365","19.455","66.786","60.4"
"9","19","18","0","0","14","0","0","14","0","0"
"9","19","19","0","0","14","0","0","14","0","0"
"9","19","20","0","0","14","0","0","14","0","0"
"9","19","21","0","0","13","0","0","13","0","0"
"9","19","22","0","0","13","0","0","13","0","0"
"9","19","23","0","0","13","0","0","13","0","0"
"9","20","0","0","0","13","0","0","13","0","0"
"9","20","1","0","0","13","0","0","13","0","0"
"9","20","2","0","0","13","0","0","13","0","0"
"9","20","3","0","0","13","0","0","13","0","0"
"9","20","4","0","0","13","0","0","13","0","0"
"9","20","5","0","0","13","0","0","13","0","0"
"9","20","6","0","21","14","0","19.915","10.862","17.958","12.527"
"9","20","7","398","91","16","0","222.698","22.771","177.82","168.933"
"9","20","8","343","160","18","0","352.177","31.568","290.436","278.543"
"9","20","9","344","235","21","0","498.962","40.482","403.765","388.371"
"9","20","10","363","290","22","0","624.198","46.401","495.606","477.024"
"9","20","11","292","345","23","0","649.493","48.859","511.304","492.146"
"9","20","12","340","340","24","0","693.658","51.288","541.035","520.76"
"9","20","13","228","340","24","0","565.215","47.598","447.027","430.171"
"9","20","14","232","287","24","0","484.064","44.259","387.202","372.349"
"9","20","15","644","130","24","0","547.917","45.8","430.706","414.409"
"9","20","16","490","107","23","0","320.321","37.786","250.695","239.916"
"9","20","17","233","58","22","0","104.543","27.196","77.792","71.178"
"9","20","18","0","0","20","0","0","20","0","0"
"9","20","19","0","0","20","0","0","20","0","0"
"9","20","20","0","0","19","0","0","19","0","0"
"9","20","21","0","0","19","0","0","19","0","0"
"9","20","22","0","0","19","0","0","19","0","0"
"9","20","23","0","0","19","0","0","19","0","0"
"9","21","0","0","0","19","0","0","19","0","0"
"9","21","1","0","0","18","0","0","18","0","0"
"9","21","2","0","0","17","0","0","17","0","0"
"9","21","3","0","0","17","0","0","17","0","0"
"9","21","4","0","0","18","0","0","18","0","0"
"9","21","5","0","0","18","0","0","18","0","0"
"9","21","6","51","21","18","0","26.434","15.412","21.115","15.625"
"9","21","7","0","63","18","0","60.12","17.286","53.049","46.941"
"9","21","8","0","107","19","0","102.643","21.078","89.402","82.543"
"9","21","9","237","254","21","0","435.543","36.568","357.857","343.938"
"9","21","10","282","309","22","0","576.431","44.499","461.042","443.697"
"9","21","11","0","45","23","0","42.795","28.26","36.35","30.57"
"9","21","12","885","104","24","0","947.781","55.696","726.518","698.537"
"9","21","13","844","114","23","0","884.852","57.541","672.952","647.328"
"9","21","14","284","277","22","0","521.966","45.505","415.448","399.665"
"9","21","15","102","215","20","0","281.058","33.355","233.443","223.129"
"9","21","16","628","79","18","0","348.252","31.915","275.75","264.275"
"9","21","17","362","47","16","0","116.478","21.929","83.157","76.431"
"9","21","18","0","0","15","0","0","15","0","0"
"9","21","19","0","0","14","0","0","14","0","0"
"9","21","20","0","0","13","0","0","13","0","0"
"9","21","21","0","0","12","0","0","12","0","0"
"9","21","22","0","0","11","0","0","11","0","0"
"9","21","23","0","0","10","0","0","10","0","0"
"9","22","0","0","0","10","0","0","10","0","0"
"9","22","1","0","0","9","0","0","9","0","0"
"9","22","2","0","0","9","0","0","9","0","0"
"9","22","3","0","0","9","0","0","9","0","0"
"9","22","4","0","0","9","0","0","9","0","0"
"9","22","5","0","0","9","0","0","9","0","0"
"9","22","6","0","2","9","0","1.889","4.872","1.738","0"
"9","22","7","0","33","10","0","31.281","7.136","28.557","22.927"
"9","22","8","0","62","11","0","58.874","9.926","53.253","47.141"
"9","22","9","0","97","12","0","92.407","13.302","82.647","75.932"
"9","22","10","0","97","12","0","92.376","13.855","82.465","75.754"
"9","22","11","9","216","13","0","218.826","20.365","191.06","181.843"
"9","22","12","7","202","13","0","202.887","21.015","176.749","167.888"
"9","22","13","22","263","13","0","278.332","23.779","240.142","229.649"
"9","22","14","2","169","13","0","165.168","20.134","144.323","136.238"
"9","22","15","0","105","13","0","100.42","16.246","88.924","82.076"
"9","22","16","0","64","12","0","60.78","12.517","54.503","48.366"
"9","22","17","417","42","10","0","119.801","12.69","85.926","79.141"
"9","22","18","0","0","8","0","0","8","0","0"
"9","22","19","0","0","7","0","0","7","0","0"
"9","22","20","0","0","7","0","0","7","0","0"
"9","22","21","0","0","7","0","0","7","0","0"
"9","22","22","0","0","6","0","0","6","0","0"
"9","22","23","0","0","6","0","0","6","0","0"
"9","23","0","0","0","6","0","0","6","0","0"
"9","23","1","0","0","6","0","0","6","0","0"
"9","23","2","0","0","6","0","0","6","0","0"
"9","23","3","0","0","5","0","0","5","0","0"
"9","23","4","0","0","5","0","0","5","0","0"
"9","23","5","0","0","5","0","0","5","0","0"
"9","23","6","231","19","6","0","44.266","3.668","29.677","24.025"
"9","23","7","618","52","9","0","250.927","17.147","197.5","188.121"
"9","23","8","779","68","13","0","490.371","31.786","399.289","384.042"
"9","23","9","861","77","16","0","698.566","43.041","557.915","536.992"
"9","23","10","915","77","17","0","859.036","50.039","671.983","646.401"
"9","23","11","935","80","18","0","950.327","54.448","731.867","703.645"
"9","23","12","938","80","19","0","965.572","56.24","738.524","710.001"
"9","23","13","922","80","20","0","904.36","55.47","693.294","666.787"
"9","23","14","889","76","20","0","772.551","51.326","599.893","577.312"
"9","23","15","829","69","20","0","583.015","44.862","458.143","440.899"
"9","23","16","717","56","19","0","354.336","35.328","274.586","263.144"
"9","23","17","469","34","16","0","119.045","22.111","79.923","73.265"
"9","23","18","0","0","13","0","0","13","0","0"
"9","23","19","0","0","11","0","0","11","0","0"
"9","23","20","0","0","11","0","0","11","0","0"
"9","23","21","0","0","10","0","0","10","0","0"
"9","23","22","0","0","10","0","0","10","0","0"
"9","23","23","0","0","10","0","0","10","0","0"
"9","24","0","0","0","10","0","0","10","0","0"
"9","24","1","0","0","9","0","0","9","0","0"
"9","24","2","0","0","9","0","0","9","0","0"
"9","24","3","0","0","9","0","0","9","0","0"
"9","24","4","0","0","8","0","0","8","0","0"
"9","24","5","0","0","8","0","0","8","0","0"
"9","24","6","258","17","10","0","45.184","7.889","28.768","23.133"
"9","24","7","640","48","12","0","252.529","20.23","195.889","186.55"
"9","24","8","792","63","16","0","490.685","34.695","395.103","379.993"
"9","24","9","869","72","19","0","697.273","45.809","551.023","530.367"
"9","24","10","910","78","21","0","854.308","53.558","659.233","634.196"
"9","24","11","928","82","22","0","944.169","57.869","717.396","689.824"
"9","24","12","928","83","23","0","957.336","59.585","722.58","694.776"
"9","24","13","917","80","23","0","897.297","57.947","681.167","655.188"
"9","24","14","881","77","23","0","764.693","53.809","588.026","565.921"
"9","24","15","821","69","22","0","578.067","46.535","451.243","434.24"
"9","24","16","708","56","21","0","348.125","37.007","267.759","256.508"
"9","24","17","452","33","18","0","113.469","23.822","75.454","68.889"
"9","24","18","0","0","16","0","0","16","0","0"
"9","24","19","0","0","15","0","0","15","0","0"
"9","24","20","0","0","14","0","0","14","0","0"
"9","24","21","0","0","13","0","0","13","0","0"
"9","24","22","0","0","13","0","0","13","0","0"
"9","24","23","0","0","12","0","0","12","0","0"
"9","25","0","0","0","12","0","0","12","0","0"
"9","25","1","0","0","12","0","0","12","0","0"
"9","25","2","0","0","11","0","0","11","0","0"
"9","25","3","0","0","11","0","0","11","0","0"
"9","25","4","0","0","10","0","0","10","0","0"
"9","25","5","0","0","10","0","0","10","0","0"
"9","25","6","0","18","11","0","17.064","7.648","15.552","10.166"
"9","25","7","378","72","13","0","195.583","18.538","157.114","148.728"
"9","25","8","266","162","16","0","313.212","27.952","262.109","251.015"
"9","25","9","860","81","19","0","699.727","44.832","555.012","534.202"
"9","25","10","914","82","20","0","860.483","52.835","665.838","640.519"
"9","25","11","935","84","21","0","950.745","57.181","724.339","696.456"
"9","25","12","938","84","22","0","965.29","58.938","730.438","702.281"
"9","25","13","924","82","23","0","902.97","58.146","684.893","658.753"
"9","25","14","893","77","24","0","770.954","54.94","590.136","567.946"
"9","25","15","832","69","23","0","579.01","47.537","450.002","433.042"
"9","25","16","714","56","22","0","347.879","37.968","266.177","254.971"
"9","25","17","447","33","19","0","111.011","24.721","73.335","66.814"
"9","25","18","0","0","16","0","0","16","0","0"
"9","25","19","0","0","14","0","0","14","0","0"
"9","25","20","0","0","13","0","0","13","0","0"
"9","25","21","0","0","13","0","0","13","0","0"
"9","25","22","0","0","12","0","0","12","0","0"
"9","25","23","0","0","12","0","0","12","0","0"
"9","26","0","0","0","11","0","0","11","0","0"
"9","26","1","0","0","11","0","0","11","0","0"
"9","26","2","0","0","10","0","0","10","0","0"
"9","26","3","0","0","10","0","0","10","0","0"
"9","26","4","0","0","9","0","0","9","0","0"
"9","26","5","0","0","9","0","0","9","0","0"
"9","26","6","226","16","10","0","41.434","7.761","26.823","21.225"
"9","26","7","632","49","13","0","249.788","21.076","193.057","183.79"
"9","26","8","793","65","17","0","491.434","35.665","394.144","379.066"
"9","26","9","874","75","20","0","701.435","46.88","551.963","531.271"
"9","26","10","917","80","22","0","858.954","54.635","659.975","634.906"
"9","26","11","940","82","23","0","950.871","58.991","719.238","691.584"
"9","26","12","945","82","24","0","966.967","60.793","726.291","698.32"
"9","26","13","938","77","24","0","906.662","59.168","684.863","658.724"
"9","26","14","907","72","24","0","772.937","55.018","591.353","569.115"
"9","26","15","848","64","23","0","579.954","47.578","450.346","433.374"
"9","26","16","734","52","21","0","348.702","37.042","266.929","255.702"
"9","26","17","471","30","17","0","109.757","22.697","71.566","65.081"
"9","26","18","0","0","14","0","0","14","0","0"
"9","26","19","0","0","14","0","0","14","0","0"
"9","26","20","0","0","13","0","0","13","0","0"
"9","26","21","0","0","12","0","0","12","0","0"
"9","26","22","0","0","12","0","0","12","0","0"
"9","26","23","0","0","11","0","0","11","0","0"
"9","27","0","0","0","11","0","0","11","0","0"
"9","27","1","0","0","11","0","0","11","0","0"
"9","27","2","0","0","10","0","0","10","0","0"
"9","27","3","0","0","10","0","0","10","0","0"
"9","27","4","0","0","9","0","0","9","0","0"
"9","27","5","0","0","9","0","0","9","0","0"
"9","27","6","226","15","10","0","40.632","7.69","26.061","20.478"
"9","27","7","634","49","13","0","249.694","21.064","192.812","183.551"
"9","27","8","793","65","17","0","490.39","35.629","393.241","378.192"
"9","27","9","872","75","20","0","698.611","46.787","549.871","529.259"
"9","27","10","917","79","22","0","856.01","54.534","657.932","632.95"
"9","27","11","936","82","23","0","945.061","58.811","715.329","687.85"
"9","27","12","940","81","24","0","958.694","60.532","720.802","693.078"
"9","27","13","928","79","25","0","897.451","59.774","676.231","650.465"
"9","27","14","896","74","26","0","763.905","56.548","580.864","559.043"
"9","27","15","835","66","25","0","571.528","49.145","440.993","424.345"
"9","27","16","718","53","23","0","340.906","38.651","259.13","248.119"
"9","27","17","446","30","20","0","104.074","25.385","67.266","60.87"
"9","27","18","0","0","18","0","0","18","0","0"
"9","27","19","0","0","16","0","0","16","0","0"
"9","27","20","0","0","15","0","0","15","0","0"
"9","27","21","0","0","14","0","0","14","0","0"
"9","27","22","0","0","14","0","0","14","0","0"
"9","27","23","0","0","14","0","0","14","0","0"
"9","28","0","0","0","13","0","0","13","0","0"
"9","28","1","0","0","12","0","0","12","0","0"
"9","28","2","0","0","12","0","0","12","0","0"
"9","28","3","0","0","11","0","0","11","0","0"
"9","28","4","0","0","11","0","0","11","0","0"
"9","28","5","0","0","11","0","0","11","0","0"
"9","28","6","0","20","12","0","18.993","8.798","17.244","11.827"
"9","28","7","279","77","14","0","170.176","18.461","138.56","130.61"
"9","28","8","516","115","16","0","397.906","30.836","326.608","313.649"
"9","28","9","372","214","19","0","493.603","38.687","401.736","386.409"
"9","28","10","878","93","21","0","837.701","51.985","650.263","625.606"
"9","28","11","384","301","23","0","681.379","51.016","531.879","511.953"
"9","28","12","301","329","24","0","641.452","49.878","502.982","484.131"
"9","28","13","540","225","25","0","726.536","53.172","562.061","540.978"
"9","28","14","179","269","25","0","421.21","44.208","336.925","323.653"
"9","28","15","177","196","24","0","310.483","37.52","253.142","242.296"
"9","28","16","0","96","23","0","93.114","27.66","79.259","72.615"
"9","28","17","0","34","20","0","32.742","19.246","28.699","23.065"
"9","28","18","0","0","18","0","0","18","0","0"
"9","28","19","0","0","17","0","0","17","0","0"
"9","28","20","0","0","16","0","0","16","0","0"
"9","28","21","0","0","15","0","0","15","0","0"
"9","28","22","0","0","15","0","0","15","0","0"
"9","28","23","0","0","15","0","0","15","0","0"
"9","29","0","0","0","14","0","0","14","0","0"
"9","29","1","0","0","13","0","0","13","0","0"
"9","29","2","0","0","12","0","0","12","0","0"
"9","29","3","0","0","12","0","0","12","0","0"
"9","29","4","0","0","12","0","0","12","0","0"
"9","29","5","0","0","12","0","0","12","0","0"
"9","29","6","87","14","13","0","24.623","10.094","18.046","12.613"
"9","29","7","492","63","15","0","220.875","21.731","172.688","163.926"
"9","29","8","679","88","19","0","455.684","36.169","365.436","351.279"
"9","29","9","774","103","21","0","662.563","46.401","522.435","502.863"
"9","29","10","841","105","22","0","824.361","53.414","636.38","612.304"
"9","29","11","866","109","23","0","908.085","57.599","690.624","664.235"
"9","29","12","870","109","24","0","921.429","59.301","696.164","669.532"
"9","29","13","855","106","24","0","865.563","57.772","657.371","632.413"
"9","29","14","817","99","24","0","731.542","53.588","562.712","541.604"
"9","29","15","746","88","23","0","540.749","46.12","422.203","406.194"
"9","29","16","606","69","21","0","311.094","35.491","240.095","229.603"
"9","29","17","303","33","18","0","83.193","22.269","57.068","50.88"
"9","29","18","0","0","15","0","0","15","0","0"
"9","29","19","0","0","15","0","0","15","0","0"
"9","29","20","0","0","15","0","0","15","0","0"
"9","29","21","0","0","14","0","0","14","0","0"
"9","29","22","0","0","13","0","0","13","0","0"
"9","29","23","0","0","12","0","0","12","0","0"
"9","30","0","0","0","11","0","0","11","0","0"
"9","30","1","0","0","11","0","0","11","0","0"
"9","30","2","0","0","11","0","0","11","0","0"
"9","30","3","0","0","11","0","0","11","0","0"
"9","30","4","0","0","11","0","0","11","0","0"
"9","30","5","0","0","11","0","0","11","0","0"
"9","30","6","59","12","12","0","19.597","8.785","14.915","9.54"
"9","30","7","376","77","14","0","198.799","19.723","159.083","150.649"
"9","30","8","0","45","16","0","42.694","17.17","37.688","31.882"
"9","30","9","0","25","18","0","23.719","15.806","21.035","15.547"
"9","30","10","0","87","18","0","82.766","18.466","72.739","66.231"
"9","30","11","0","70","18","0","66.59","18.652","58.485","52.268"
"9","30","12","136","342","19","0","493.501","36.375","407.049","391.546"
"9","30","13","610","221","20","0","779.011","49.278","611.671","588.612"
"9","30","14","590","191","20","0","658.865","47.228","519.82","500.346"
"9","30","15","369","165","19","0","393.689","37.161","319.652","306.902"
"9","30","16","0","85","18","0","82.135","23.059","71.05","64.576"
"9","30","17","104","39","16","0","57.727","16.275","45.829","39.864"
"9","30","18","0","0","14","0","0","14","0","0"
"9","30","19","0","0","14","0","0","14","0","0"
"9","30","20","0","0","14","0","0","14","0","0"
"9","30","21","0","0","14","0","0","14","0","0"
"9","30","22","0","0","13","0","0","13","0","0"
"9","30","23","0","0","12","0","0","12","0","0"
"10","1","0","0","0","12","0","0","12","0","0"
"10","1","1","0","0","12","0","0","12","0","0"
"10","1","2","0","0","12","0","0","12","0","0"
"10","1","3","0","0","11","0","0","11","0","0"
"10","1","4","0","0","11","0","0","11","0","0"
"10","1","5","0","0","10","0","0","10","0","0"
"10","1","6","76","14","10","0","23.664","7.743","17.828","12.4"
"10","1","7","0","6","12","0","5.675","8.358","5.16","0"
"10","1","8","6","133","13","0","132.814","15.528","117.793","110.315"
"10","1","9","0","139","14","0","134.281","18.277","118.089","110.604"
"10","1","10","229","294","15","0","504.225","33.352","420.113","404.174"
"10","1","11","216","332","16","0","552.341","38.465","452.036","435.006"
"10","1","12","940","87","17","0","955.093","52.106","742.17","713.48"
"10","1","13","25","253","17","0","271.499","33.281","226.476","216.347"
"10","1","14","242","254","16","0","450.438","33.484","374.532","360.087"
"10","1","15","818","71","15","0","558.225","37.367","449.354","432.417"
"10","1","16","679","57","14","0","320.079","29.184","250.495","239.721"
"10","1","17","348","29","13","0","85.491","17.455","57.786","51.583"
"10","1","18","0","0","11","0","0","11","0","0"
"10","1","19","0","0","10","0","0","10","0","0"
"10","1","20","0","0","9","0","0","9","0","0"
"10","1","21","0","0","8","0","0","8","0","0"
"10","1","22","0","0","7","0","0","7","0","0"
"10","1","23","0","0","7","0","0","7","0","0"
"10","2","0","0","0","6","0","0","6","0","0"
"10","2","1","0","0","6","0","0","6","0","0"
"10","2","2","0","0","6","0","0","6","0","0"
"10","2","3","0","0","5","0","0","5","0","0"
"10","2","4","0","0","5","0","0","5","0","0"
"10","2","5","0","0","5","0","0","5","0","0"
"10","2","6","134","11","6","0","27.512","4.359","18.675","13.231"
"10","2","7","0","7","9","0","6.621","5.304","6.081","0.869"
"10","2","8","0","50","11","0","47.448","8.988","43.052","37.142"
"10","2","9","62","224","13","0","273.23","22.09","236.768","226.366"
"10","2","10","18","228","14","0","239.329","23.909","206.378","196.773"
